ppt_number,agency,source_list,url_tried,status_code,final_url,content_type,content_length,aml_keywords_found,download_links_found,confidence,err
96,National Institute of Electronics and Information Technology (NIELIT),Debarred Vendors List,https://nielit.gov.in/blacklist,404,https://www.nielit.gov.in/blacklist,text/html; charset=utf-8,0,,0,dead,
96,National Institute of Electronics and Information Technology (NIELIT),Debarred Vendors List,https://nielit.gov.in/blacklisted,404,https://www.nielit.gov.in/blacklisted,text/html; charset=utf-8,0,,0,dead,
96,National Institute of Electronics and Information Technology (NIELIT),Debarred Vendors List,https://nielit.gov.in/debarment,404,https://www.nielit.gov.in/debarment,text/html; charset=utf-8,0,,0,dead,
96,National Institute of Electronics and Information Technology (NIELIT),Debarred Vendors List,https://nielit.gov.in/debarred-firms,404,https://www.nielit.gov.in/debarred-firms,text/html; charset=utf-8,0,,0,dead,
96,National Institute of Electronics and Information Technology (NIELIT),Debarred Vendors List,https://nielit.gov.in/debarred-entities,404,https://www.nielit.gov.in/debarred-entities,text/html; charset=utf-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/blacklisted-ngos,404,https://niti.gov.in/blacklisted-ngos,text/html; charset=UTF-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/blacklisted,404,https://niti.gov.in/blacklisted,text/html; charset=UTF-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/blacklist,404,https://niti.gov.in/blacklist,text/html; charset=UTF-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/debarred,404,https://niti.gov.in/debarred,text/html; charset=UTF-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/debarment,404,https://niti.gov.in/debarment,text/html; charset=UTF-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/debarred-firms,404,https://niti.gov.in/debarred-firms,text/html; charset=UTF-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/debarred-entities,404,https://niti.gov.in/debarred-entities,text/html; charset=UTF-8,0,,0,dead,
97,National Institution for Transforming India (NITI) Aayog,Blacklisted NGOs,https://niti.gov.in/debarred-vendors,404,https://niti.gov.in/debarred-vendors,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/list-of-vos-ngos-signed-up-on-the-ngo-darpan,404,https://niti.gov.in/list-of-vos-ngos-signed-up-on-the-ngo-darpan,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/vos-ngos-signed-ngo-darpan,404,https://niti.gov.in/vos-ngos-signed-ngo-darpan,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/vos-ngos,404,https://niti.gov.in/vos-ngos,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/vos,404,https://niti.gov.in/vos,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/blacklist,404,https://niti.gov.in/blacklist,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/blacklisted,404,https://niti.gov.in/blacklisted,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/debarred,404,https://niti.gov.in/debarred,text/html; charset=UTF-8,0,,0,dead,
98,National Institution for Transforming India (NITI) Aayog,List of VOs/NGOs signed up on the NGO-DARPAN,https://niti.gov.in/debarment,,,,0,,0,dead,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without"
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/list-of-cancelled-nbfcs,418,https://rbi.org.in/list-of-cancelled-nbfcs,text/html; charset=utf-8,627,,0,dead,
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/cancelled-nbfcs,418,https://rbi.org.in/cancelled-nbfcs,text/html; charset=utf-8,627,,0,dead,
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/cancelled,418,https://rbi.org.in/cancelled,text/html; charset=utf-8,627,,0,dead,
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/blacklist,418,https://rbi.org.in/blacklist,text/html; charset=utf-8,627,,0,dead,
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/blacklisted,418,https://rbi.org.in/blacklisted,text/html; charset=utf-8,627,,0,dead,
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/debarred,418,https://rbi.org.in/debarred,text/html; charset=utf-8,628,,0,dead,
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/debarment,418,https://rbi.org.in/debarment,text/html; charset=utf-8,627,,0,dead,
105,Reserve Bank of India (RBI),List of Cancelled NBFCs,https://rbi.org.in/debarred-firms,418,https://rbi.org.in/debarred-firms,text/html; charset=utf-8,628,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/united-nations-security-council-act-1947,418,https://rbi.org.in/united-nations-security-council-act-1947,text/html; charset=utf-8,628,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/united-nations,418,https://rbi.org.in/united-nations,text/html; charset=utf-8,627,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/united,418,https://rbi.org.in/united,text/html; charset=utf-8,627,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/blacklist,418,https://rbi.org.in/blacklist,text/html; charset=utf-8,628,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/blacklisted,418,https://rbi.org.in/blacklisted,text/html; charset=utf-8,627,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/debarred,418,https://rbi.org.in/debarred,text/html; charset=utf-8,627,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/debarment,418,https://rbi.org.in/debarment,text/html; charset=utf-8,627,,0,dead,
107,Reserve Bank of India (RBI),United Nations Security Council Act 1947,https://rbi.org.in/debarred-firms,418,https://rbi.org.in/debarred-firms,text/html; charset=utf-8,628,,0,dead,
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/convicts,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/blacklist,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/blacklisted,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/debarred,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/debarment,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/debarred-firms,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/debarred-entities,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
128,Wildlife Crime Control Bureau (WCCB),Convicts,https://wccb.gov.in/debarred-vendors,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/court-judgements,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/court,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/blacklist,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/blacklisted,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/debarred,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/debarment,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/debarred-firms,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
129,Wildlife Crime Control Bureau (WCCB),Court Judgements,https://wccb.gov.in/debarred-entities,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='wccb.gov.in', port=443): Max retries exceeded with url"
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/wilful-defaulters,404,https://indianbank.bank.in/wilful-defaulters,text/html; charset=UTF-8,0,,0,dead,
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/wilful,404,https://indianbank.bank.in/wilful,text/html; charset=UTF-8,0,,0,dead,
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/blacklist,404,https://indianbank.bank.in/blacklist,text/html; charset=UTF-8,0,,0,dead,
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/blacklisted,404,https://indianbank.bank.in/blacklisted,text/html; charset=UTF-8,0,,0,dead,
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/debarred,404,https://indianbank.bank.in/debarred,text/html; charset=UTF-8,0,,0,dead,
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/debarment,404,https://indianbank.bank.in/debarment,text/html; charset=UTF-8,0,,0,dead,
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/debarred-firms,404,https://indianbank.bank.in/debarred-firms,text/html; charset=UTF-8,0,,0,dead,
133,Indian Bank (IB),Wilful Defaulters,https://indianbank.in/debarred-entities,404,https://indianbank.bank.in/debarred-entities,text/html; charset=UTF-8,0,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/wilful-defaulters,404,https://uco.bank.in/wilful-defaulters,text/html;charset=UTF-8,173931,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/wilful,404,https://uco.bank.in/wilful,text/html;charset=UTF-8,167756,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/blacklist,404,https://uco.bank.in/blacklist,text/html;charset=UTF-8,167816,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/blacklisted,404,https://uco.bank.in/blacklisted,text/html;charset=UTF-8,167856,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/debarred,404,https://uco.bank.in/debarred,text/html;charset=UTF-8,170280,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/debarment,404,https://uco.bank.in/debarment,text/html;charset=UTF-8,173715,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/debarred-firms,404,https://uco.bank.in/debarred-firms,text/html;charset=UTF-8,173850,,0,dead,
137,UCO Bank (UCO),Wilful Defaulters,https://ucobank.com/debarred-entities,404,https://uco.bank.in/debarred-entities,text/html;charset=UTF-8,173931,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/vendor-debarred-list,404,https://aai.aero/vendor-debarred-list,text/html; charset=utf-8,0,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/vendor-debarred,404,https://aai.aero/vendor-debarred,text/html; charset=utf-8,0,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/vendor,404,https://aai.aero/vendor,text/html; charset=utf-8,0,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/blacklist,404,https://aai.aero/blacklist,text/html; charset=utf-8,0,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/blacklisted,404,https://aai.aero/blacklisted,text/html; charset=utf-8,0,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/debarred,404,https://aai.aero/debarred,text/html; charset=utf-8,0,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/debarment,404,https://aai.aero/debarment,text/html; charset=utf-8,0,,0,dead,
138,Airport Authority of India (AAI),Vendor Debarred List,https://aai.aero/debarred-firms,404,https://aai.aero/debarred-firms,text/html; charset=utf-8,0,,0,dead,
145,Hindustan Copper Ltd (HCL),Black Listed Vendors,https://hindustancopper.com/black-listed-vendors,200,https://hindustancopper.com/black-listed-vendors,text/html; charset=utf-8,95142,,0,high,
145,Hindustan Copper Ltd (HCL),Black Listed Vendors,https://hindustancopper.com/black-listed,200,https://hindustancopper.com/black-listed,text/html; charset=utf-8,95142,,0,high,
145,Hindustan Copper Ltd (HCL),Black Listed Vendors,https://hindustancopper.com/black,200,https://hindustancopper.com/black,text/html; charset=utf-8,95142,,0,high,
145,Hindustan Copper Ltd (HCL),Black Listed Vendors,https://hindustancopper.com/blacklist,200,https://hindustancopper.com/blacklist,text/html; charset=utf-8,95142,blacklist,0,high,
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/list-of-banned-debarred-vendors,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/banned-debarred-vendors,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/banned-debarred,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/banned,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/blacklist,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/blacklisted,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/debarred,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
151,NLC India Limited (NLC),List of Banned / Debarred Vendors,https://nlcindia.in/debarment,,,,0,,0,dead,"ConnectTimeout: HTTPConnectionPool(host='www.nlcindia.in', port=80): Max retries exceeded with u"
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/list-of-banned-debarred-vendors,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/banned-debarred-vendors,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/banned-debarred,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/banned,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/blacklist,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/blacklisted,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/debarred,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
155,Rashtriya Ispat Nigam Limited (RINL),List of Banned / Debarred Vendors,https://vizagsteel.com/debarment,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='vizagsteel.com', port=443): Max retries exceeded with "
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/list-of-defaulters,404,https://trai.gov.in/list-of-defaulters,text/html; charset=UTF-8,0,,0,dead,
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/defaulters,404,https://trai.gov.in/defaulters,text/html; charset=UTF-8,0,,0,dead,
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/blacklist,404,https://trai.gov.in/blacklist,text/html; charset=UTF-8,0,,0,dead,
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/blacklisted,404,https://trai.gov.in/blacklisted,text/html; charset=UTF-8,0,,0,dead,
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/debarred,404,https://trai.gov.in/debarred,text/html; charset=UTF-8,0,,0,dead,
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/debarment,404,https://trai.gov.in/debarment,text/html; charset=UTF-8,0,,0,dead,
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/debarred-firms,404,https://trai.gov.in/debarred-firms,text/html; charset=UTF-8,0,,0,dead,
157,Telecom Regulatory Authority of India (TRAI),List of Defaulters,https://trai.gov.in/debarred-entities,404,https://trai.gov.in/debarred-entities,text/html; charset=UTF-8,0,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/blacklisted-company,404,https://uppcl.org/blacklisted-company,text/html,1245,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/blacklisted,404,https://uppcl.org/blacklisted,text/html,1245,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/blacklist,404,https://uppcl.org/blacklist,text/html,1245,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/debarred,404,https://uppcl.org/debarred,text/html,1245,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/debarment,404,https://uppcl.org/debarment,text/html,1245,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/debarred-firms,404,https://uppcl.org/debarred-firms,text/html,1245,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/debarred-entities,404,https://uppcl.org/debarred-entities,text/html,1245,,0,dead,
158,Uttar Pradesh Power Corporation Limited (UPPCL),Blacklisted Company,https://uppcl.org/debarred-vendors,404,https://uppcl.org/debarred-vendors,text/html,1245,,0,dead,
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/arbitration,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/blacklist,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/blacklisted,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/debarred,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/debarment,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/debarred-firms,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/debarred-entities,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
161,Central Depository Services (India) Limited (CDSL),Arbitration,https://cdslindia.com/debarred-vendors,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/complaints-and-arbitration-details,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/complaints-arbitration-details,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/complaints-arbitration,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/complaints,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/blacklist,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/blacklisted,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/debarred,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
162,Central Depository Services (India) Limited (CDSL),Complaints and Arbitration Details,https://cdslindia.com/debarment,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/list-of-pans-frozen-on-account-of-non,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/pans-frozen-account-non,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/pans-frozen,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/pans,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/blacklist,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/blacklisted,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/debarred,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
163,Central Depository Services (India) Limited (CDSL),List of PANs Frozen on Account of Non,https://cdslindia.com/debarment,,,,0,,0,dead,"ConnectionError: HTTPSConnectionPool(host='cdslindia.com', port=443): Max retries exceeded with u"
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/delisted-companies,404,https://www.dseindia.com/delisted-companies,text/html,1903,,0,dead,
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/delisted,404,https://www.dseindia.com/delisted,text/html,1903,,0,dead,
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/blacklist,404,https://www.dseindia.com/blacklist,text/html,1903,,0,dead,
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/blacklisted,404,https://www.dseindia.com/blacklisted,text/html,1903,,0,dead,
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/debarred,404,https://www.dseindia.com/debarred,text/html,1903,,0,dead,
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/debarment,404,https://www.dseindia.com/debarment,text/html,1903,,0,dead,
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/debarred-firms,404,https://www.dseindia.com/debarred-firms,text/html,1903,,0,dead,
164,DSE Estates Limited (DEL),Delisted Companies,https://dseindia.com/debarred-entities,404,https://www.dseindia.com/debarred-entities,text/html,1903,,0,dead,
165,DSE Estates Limited (DEL),List of Suspended Companies,https://dseindia.com/list-of-suspended-companies,404,https://www.dseindia.com/list-of-suspended-companies,text/html,1903,,0,dead,
165,DSE Estates Limited (DEL),List of Suspended Companies,https://dseindia.com/suspended-companies,404,https://www.dseindia.com/suspended-companies,text/html,1903,,0,dead,
165,DSE Estates Limited (DEL),List of Suspended Companies,https://dseindia.com/suspended,404,https://www.dseindia.com/suspended,text/html,1903,,0,dead,
165,DSE Estates Limited (DEL),List of Suspended Companies,https://dseindia.com/blacklist,404,https://www.dseindia.com/blacklist,text/html,1903,,0,dead,
165,DSE Estates Limited (DEL),List of Suspended Companies,https://dseindia.com/blacklisted,404,https://www.dseindia.com/blacklisted,text/html,1903,,0,dead,
